noun,set_nr,concreteness,Zipf,Length,Syllables,Phonemes,AoA,CNC_M,Valence,RT,CNC_SD,IMAG,denotation,adjective,phrase,frequency_dep,frequency_seq
success,132,abstract,4.91626221,7,2,6,4,2.21,8.3529,528.5263158,1.37,4.143,subsective,genuine,genuine success,0.0,0.0
success,132,abstract,4.91626221,7,2,6,4,2.21,8.3529,528.5263158,1.37,4.143,privative,fictional,fictional success,0.0,0.0
success,132,abstract,4.91626221,7,2,6,4,2.21,8.3529,528.5263158,1.37,4.143,baseline,ypdcglkc,ypdcglkc success,0.0,0.0
bongo,133,concrete,3.038158407,5,2,5,6,4.77,6.0303,648.6969697,0.43,5.97,subsective,special,special bongo,0.0,0.0
bongo,133,concrete,3.038158407,5,2,5,6,4.77,6.0303,648.6969697,0.43,5.97,privative,past,past bongo,0.0,0.0
bongo,133,concrete,3.038158407,5,2,5,6,4.77,6.0303,648.6969697,0.43,5.97,baseline,zbxlv,zbxlv bongo,0.0,0.0
truce,133,abstract,3.188496115,5,1,4,6,2.47,6.9677,656.7058824,1.31,3.75,subsective,old,old truce,0.0,0.0
truce,133,abstract,3.188496115,5,1,4,6,2.47,6.9677,656.7058824,1.31,3.75,privative,imaginary,imaginary truce,0.0,0.0
truce,133,abstract,3.188496115,5,1,4,6,2.47,6.9677,656.7058824,1.31,3.75,baseline,wvcnz,wvcnz truce,0.0,0.0
hug,134,concrete,4.130783368,3,1,3,2,4.14,8.2059,536.775,1.21,6.212,subsective,current,current hug,0.0,0.0
hug,134,concrete,4.130783368,3,1,3,2,4.14,8.2059,536.775,1.21,6.212,privative,false,false hug,0.0,0.0
hug,134,concrete,4.130783368,3,1,3,2,4.14,8.2059,536.775,1.21,6.212,baseline,vpbyzkgrf,vpbyzkgrf hug,0.0,0.0
cure,134,abstract,4.138528952,4,1,4,4,2.41,8.0,553.9166667,1.38,2.844,subsective,real,real cure,0.0,0.0
cure,134,abstract,4.138528952,4,1,4,4,2.41,8.0,553.9166667,1.38,2.844,privative,mythical,mythical cure,0.0,0.0
cure,134,abstract,4.138528952,4,1,4,4,2.41,8.0,553.9166667,1.38,2.844,baseline,htbqzylm,htbqzylm cure,0.0,0.0
gorge,135,concrete,3.522458246,5,1,4,6,4.15,4.4839,655.03125,1.29,4.588,subsective,authentic,authentic gorge,0.0,0.0
gorge,135,concrete,3.522458246,5,1,4,6,4.15,4.4839,655.03125,1.29,4.588,privative,counterfeit,counterfeit gorge,0.0,0.0
gorge,135,concrete,3.522458246,5,1,4,6,4.15,4.4839,655.03125,1.29,4.588,baseline,zrtqgfplh,zrtqgfplh gorge,0.0,0.0
plea,135,abstract,3.634755503,4,1,3,8,2.39,3.6,649.972973,1.23,3.4,subsective,current,current plea,0.0,0.0
plea,135,abstract,3.634755503,4,1,3,8,2.39,3.6,649.972973,1.23,3.4,privative,false,false plea,0.0,0.0
plea,135,abstract,3.634755503,4,1,3,8,2.39,3.6,649.972973,1.23,3.4,baseline,tqvgqrz,tqvgqrz plea,0.0,0.0
dungeon,136,concrete,3.136644808,7,2,6,4,4.32,2.3636,567.1081081,1.18,6.118,subsective,actual,actual dungeon,0.0,0.0
dungeon,136,concrete,3.136644808,7,2,6,4,4.32,2.3636,567.1081081,1.18,6.118,privative,artificial,artificial dungeon,0.0,0.0
dungeon,136,concrete,3.136644808,7,2,6,4,4.32,2.3636,567.1081081,1.18,6.118,baseline,ypdcglkc,ypdcglkc dungeon,0.0,0.0
treason,136,abstract,3.30426176,7,2,6,6,2.03,1.8182,615.5789474,1.12,2.969,subsective,good,good treason,0.0,0.0
treason,136,abstract,3.30426176,7,2,6,6,2.03,1.8182,615.5789474,1.12,2.969,privative,fictitious,fictitious treason,0.0,0.0
treason,136,abstract,3.30426176,7,2,6,6,2.03,1.8182,615.5789474,1.12,2.969,baseline,tqvgqrz,tqvgqrz treason,0.0,0.0
missile,137,concrete,3.664218675,7,2,5,4,4.83,2.3438,615.3589744,0.38,6.281,subsective,old,old missile,0.0,0.0
missile,137,concrete,3.664218675,7,2,5,4,4.83,2.3438,615.3589744,0.38,6.281,privative,imaginary,imaginary missile,0.0,0.0
missile,137,concrete,3.664218675,7,2,5,4,4.83,2.3438,615.3589744,0.38,6.281,baseline,kmlsdjtw,kmlsdjtw missile,0.0,0.0
hardship,137,abstract,3.521810529,8,2,7,4,1.79,2.0606,659.2285714,0.9,3.849,subsective,average,average hardship,0.0,0.0
hardship,137,abstract,3.521810529,8,2,7,4,1.79,2.0606,659.2285714,0.9,3.849,privative,fabricated,fabricated hardship,0.0,0.0
hardship,137,abstract,3.521810529,8,2,7,4,1.79,2.0606,659.2285714,0.9,3.849,baseline,ypdcglkc,ypdcglkc hardship,0.0,0.0
portrait,138,concrete,4.183298286,8,2,7,6,4.9,5.7576,619.7567568,0.31,6.152,subsective,average,average portrait,0.0,0.0
portrait,138,concrete,4.183298286,8,2,7,6,4.9,5.7576,619.7567568,0.31,6.152,privative,fabricated,fabricated portrait,0.0,0.0
portrait,138,concrete,4.183298286,8,2,7,6,4.9,5.7576,619.7567568,0.31,6.152,baseline,bxfjwts,bxfjwts portrait,0.0,0.0
instinct,138,abstract,4.006853569,8,2,8,8,2.0,6.697,627.9166667,1.14,2.529,subsective,bad,bad instinct,0.0,0.0
instinct,138,abstract,4.006853569,8,2,8,8,2.0,6.697,627.9166667,1.14,2.529,privative,fake,fake instinct,0.0,0.0
instinct,138,abstract,4.006853569,8,2,8,8,2.0,6.697,627.9166667,1.14,2.529,baseline,zbxlv,zbxlv instinct,0.0,0.0
slum,139,concrete,3.320017822,4,1,4,6,4.03,2.25,634.1081081,0.98,5.387,subsective,special,special slum,0.0,0.0
slum,139,concrete,3.320017822,4,1,4,6,4.03,2.25,634.1081081,0.98,5.387,privative,past,past slum,0.0,0.0
slum,139,concrete,3.320017822,4,1,4,6,4.03,2.25,634.1081081,0.98,5.387,baseline,ypdcglkc,ypdcglkc slum,0.0,0.0
woe,139,abstract,3.174302222,3,1,2,8,1.96,2.4194,612.9444444,1.37,2.71,subsective,true,true woe,0.0,0.0
woe,139,abstract,3.174302222,3,1,2,8,1.96,2.4194,612.9444444,1.37,2.71,privative,phony,phony woe,0.0,0.0
woe,139,abstract,3.174302222,3,1,2,8,1.96,2.4194,612.9444444,1.37,2.71,baseline,qxsw,qxsw woe,0.0,0.0
syringe,140,concrete,3.122246988,7,2,5,10,4.81,3.4375,675.1944444,0.57,6.4,subsective,genuine,genuine syringe,0.0,0.0
syringe,140,concrete,3.122246988,7,2,5,10,4.81,3.4375,675.1944444,0.57,6.4,privative,fictional,fictional syringe,0.0,0.0
syringe,140,concrete,3.122246988,7,2,5,10,4.81,3.4375,675.1944444,0.57,6.4,baseline,zbxlv,zbxlv syringe,0.0,0.0
wrath,140,abstract,3.409226269,5,1,3,12,2.42,2.6364,627.3243243,1.33,2.875,subsective,real,real wrath,0.0,0.0
wrath,140,abstract,3.409226269,5,1,3,12,2.42,2.6364,627.3243243,1.33,2.875,privative,mythical,mythical wrath,0.0,0.0
wrath,140,abstract,3.409226269,5,1,3,12,2.42,2.6364,627.3243243,1.33,2.875,baseline,rvqf,rvqf wrath,0.0,0.0
